Stock,Diff,Time1,Volatility,Momentum,Time2
10,1.3201802571612546,1,0.9335084122273234,1.3201802571612546,1.0
10,-1.6800333658854214,1,1.1879629856372416,-1.6800333658854214,2.0
10,2.8130900065104214,2,1.4099100648254412,1.4065450032552107,2.0
10,-2.7596232096354214,2,1.5044404340666295,-1.3798116048177107,1.0
10,3.878265380859588,1,2.7423477500468434,3.878265380859588,1.0
10,-2.29693603515625,1,1.6241790464107264,-2.29693603515625,1.0
10,0.8574930826820832,1,0.606339173585058,0.8574930826820832,9.0
10,-19.109629313150833,9,6.277752700963586,-2.123292145905648,3.0
10,5.256022135416671,3,2.1847481462249743,1.7520073784722239,2.0
10,-2.6485697428387596,2,1.4288810884602268,-1.3242848714193798,2.0
10,1.61834716796875,2,0.819361741639689,0.809173583984375,2.0
10,-1.5587259928383332,2,0.8016199341734103,-0.7793629964191666,3.0
10,5.860595703125,3,2.569066123100145,1.9535319010416667,2.0
10,-2.397684733072907,2,1.2257145779100946,-1.1988423665364536,1.0
10,0.9602966308591618,1,0.6790322596311081,0.9602966308591618,3.0
10,-4.941396077473755,3,2.2379838797811606,-1.647132025824585,3.0
10,1.7047119140625,3,0.7804995497445267,0.5682373046875,2.0
10,-1.6553548177083286,2,0.9510095962533917,-0.8276774088541643,1.0
10,0.12543741861958324,1,0.08869764932044301,0.12543741861958324,2.0
10,-6.934015909830833,2,3.5960081966718063,-3.4670079549154167,2.0
10,5.8256479899091715,2,3.10734949014297,2.9128239949545858,1.0
10,-1.9288686116537548,1,1.3639160753182513,-1.9288686116537548,2.0
10,0.5922292073566666,2,0.3045627802125174,0.2961146036783333,3.0
